template_id,segment_id,segment_name,lifecycle_stage,goal,theme,variant,message_title_en,message_title_hi,message_body_en,message_body_hi,cta_text_en,cta_text_hi,tone,hook,feature_reference,weight
TPL_0203,2,Social Engagers,churned,re_engagement,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0204,2,Social Engagers,churned,re_engagement,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0205,2,Social Engagers,churned,re_engagement,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0206,2,Social Engagers,churned,re_engagement,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0207,2,Social Engagers,churned,re_engagement,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0208,2,Social Engagers,churned,re_engagement,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0209,2,Social Engagers,churned,re_engagement,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0210,2,Social Engagers,churned,re_engagement,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0212,2,Social Engagers,inactive,activation,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0213,2,Social Engagers,inactive,activation,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0214,2,Social Engagers,inactive,activation,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0215,2,Social Engagers,inactive,activation,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0216,2,Social Engagers,inactive,activation,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,2.0
TPL_0217,2,Social Engagers,inactive,activation,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0218,2,Social Engagers,inactive,activation,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0219,2,Social Engagers,inactive,activation,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0220,2,Social Engagers,inactive,activation,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0222,2,Social Engagers,paid,advocacy,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0223,2,Social Engagers,paid,advocacy,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0224,2,Social Engagers,paid,advocacy,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0225,2,Social Engagers,paid,advocacy,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0227,2,Social Engagers,paid,advocacy,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0228,2,Social Engagers,paid,advocacy,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0229,2,Social Engagers,paid,advocacy,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0230,2,Social Engagers,paid,advocacy,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0231,2,Social Engagers,paid,deepening,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,2.0
TPL_0232,2,Social Engagers,paid,deepening,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0233,2,Social Engagers,paid,deepening,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0234,2,Social Engagers,paid,deepening,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0235,2,Social Engagers,paid,deepening,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0236,2,Social Engagers,paid,deepening,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0237,2,Social Engagers,paid,deepening,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0238,2,Social Engagers,paid,deepening,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0239,2,Social Engagers,paid,deepening,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0240,2,Social Engagers,paid,deepening,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0241,2,Social Engagers,paid,expansion,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0242,2,Social Engagers,paid,expansion,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0243,2,Social Engagers,paid,expansion,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0244,2,Social Engagers,paid,expansion,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0245,2,Social Engagers,paid,expansion,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0247,2,Social Engagers,paid,expansion,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0248,2,Social Engagers,paid,expansion,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0249,2,Social Engagers,paid,expansion,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0250,2,Social Engagers,paid,expansion,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0251,2,Social Engagers,paid,retention,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0252,2,Social Engagers,paid,retention,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0253,2,Social Engagers,paid,retention,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0254,2,Social Engagers,paid,retention,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0255,2,Social Engagers,paid,retention,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0256,2,Social Engagers,paid,retention,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0257,2,Social Engagers,paid,retention,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0258,2,Social Engagers,paid,retention,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0259,2,Social Engagers,paid,retention,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0260,2,Social Engagers,paid,retention,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0261,2,Social Engagers,trial,activation,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,2.0
TPL_0262,2,Social Engagers,trial,activation,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0263,2,Social Engagers,trial,activation,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0264,2,Social Engagers,trial,activation,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0265,2,Social Engagers,trial,activation,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0266,2,Social Engagers,trial,activation,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0267,2,Social Engagers,trial,activation,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0268,2,Social Engagers,trial,activation,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0269,2,Social Engagers,trial,activation,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0270,2,Social Engagers,trial,activation,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0271,2,Social Engagers,trial,conversion_readiness,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0272,2,Social Engagers,trial,conversion_readiness,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0273,2,Social Engagers,trial,conversion_readiness,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0274,2,Social Engagers,trial,conversion_readiness,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0275,2,Social Engagers,trial,conversion_readiness,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0276,2,Social Engagers,trial,conversion_readiness,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,2.0
TPL_0277,2,Social Engagers,trial,conversion_readiness,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0278,2,Social Engagers,trial,conversion_readiness,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0279,2,Social Engagers,trial,conversion_readiness,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0280,2,Social Engagers,trial,conversion_readiness,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0281,2,Social Engagers,trial,feature_discovery,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0282,2,Social Engagers,trial,feature_discovery,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0283,2,Social Engagers,trial,feature_discovery,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0284,2,Social Engagers,trial,feature_discovery,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0285,2,Social Engagers,trial,feature_discovery,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0286,2,Social Engagers,trial,feature_discovery,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0287,2,Social Engagers,trial,feature_discovery,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0288,2,Social Engagers,trial,feature_discovery,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0289,2,Social Engagers,trial,feature_discovery,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0290,2,Social Engagers,trial,feature_discovery,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0291,2,Social Engagers,trial,habit_formation,accomplishment,1,🎯 Keep going!,🎯 Aage badho!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,accomplishment,Core Feature,1.0
TPL_0292,2,Social Engagers,trial,habit_formation,accomplishment,2,🏆 Great progress!,🏆 Badiya progress!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,accomplishment,User Dashboard,1.0
TPL_0293,2,Social Engagers,trial,habit_formation,accomplishment,3,⭐ You're on track!,⭐ Sahi track pe ho!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,accomplishment,Notifications,1.0
TPL_0294,2,Social Engagers,trial,habit_formation,accomplishment,4,🔥 Keep it up!,🔥 Aise hi karo!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,accomplishment,Ai Tutor,1.0
TPL_0295,2,Social Engagers,trial,habit_formation,accomplishment,5,💪 Almost there!,💪 Bas thoda aur!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,accomplishment,Leaderboard,1.0
TPL_0296,2,Social Engagers,trial,habit_formation,ownership,1,👑 Your rewards!,👑 Tumhare rewards!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,ownership,Core Feature,1.0
TPL_0297,2,Social Engagers,trial,habit_formation,ownership,2,💎 Check your progress!,💎 Progress dekho!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,ownership,User Dashboard,1.0
TPL_0298,2,Social Engagers,trial,habit_formation,ownership,3,🏠 Your dashboard!,🏠 Tumhara dashboard!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,ownership,Notifications,1.0
TPL_0299,2,Social Engagers,trial,habit_formation,ownership,4,📈 Your stats!,📈 Tumhare stats!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,ownership,Ai Tutor,1.0
TPL_0300,2,Social Engagers,trial,habit_formation,ownership,5,🎖️ You earned this!,🎖️ Ye tumne kamaya!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,ownership,Leaderboard,1.0
TPL_0301,3,Segment 3,churned,re_engagement,loss_avoidance,1,⚠️ Don't miss out!,⚠️ Miss mat karo!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,loss_avoidance,Core Feature,1.0
TPL_0302,3,Segment 3,churned,re_engagement,loss_avoidance,2,🔔 Time is running out!,🔔 Time khatam ho raha!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,loss_avoidance,User Dashboard,1.0
TPL_0303,3,Segment 3,churned,re_engagement,loss_avoidance,3,⏰ Act before it's late!,⏰ Der se pehle karo!,Make the most of Notifications today. You're doing great!,Aaj Notifications ka best use karo. Bahut accha chal raha!,Get Started,Shuru Karo,friendly,loss_avoidance,Notifications,1.0
TPL_0304,3,Segment 3,churned,re_engagement,loss_avoidance,4,❗ Your progress is at risk!,❗ Progress khatrey mein!,Don't miss what's new in Ai Tutor. Open and see!,Ai Tutor mein naya kya hai miss mat karo. Khol ke dekho!,Explore,Explore Karo,friendly,loss_avoidance,Ai Tutor,1.0
TPL_0305,3,Segment 3,churned,re_engagement,loss_avoidance,5,🚨 Last chance!,🚨 Aakhri mauka!,Your generic progress is impressive. Keep using Leaderboard!,Tumhara generic progress impressive hai. Leaderboard use karte raho!,Try Now,Abhi Try Karo,friendly,loss_avoidance,Leaderboard,1.0
TPL_0306,3,Segment 3,churned,re_engagement,unpredictability,1,🎁 Surprise for you!,🎁 Tumhare liye surprise!,Explore Core Feature and take the next step in your generic journey!,Core Feature explore karo aur apne generic journey mein aage badho!,Open Now,Abhi Kholo,friendly,unpredictability,Core Feature,1.0
TPL_0307,3,Segment 3,churned,re_engagement,unpredictability,2,✨ Something new!,✨ Kuch naya hai!,Your User Dashboard experience is waiting. Check it out now!,Tumhara User Dashboard experience wait kar raha. Abhi dekho!,Check It Out,Dekho,friendly,unpredictability,User Dashboard,1.0
