template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference
T0347_hi,3,Segment 3,trial,feature_discovery,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,ai_tutor
T0348,3,Segment 3,trial,feature_discovery,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,ai_tutor
T0348_hi,3,Segment 3,trial,feature_discovery,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,ai_tutor
T0349,3,Segment 3,trial,feature_discovery,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,ai_tutor
T0349_hi,3,Segment 3,trial,feature_discovery,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,ai_tutor
T0350,3,Segment 3,trial,feature_discovery,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,ai_tutor
T0350_hi,3,Segment 3,trial,feature_discovery,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,ai_tutor
T0351,3,Segment 3,trial,habit_formation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,streak
T0351_hi,3,Segment 3,trial,habit_formation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,streak
T0352,3,Segment 3,trial,habit_formation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0352_hi,3,Segment 3,trial,habit_formation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,streak
T0353,3,Segment 3,trial,habit_formation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,streak
T0353_hi,3,Segment 3,trial,habit_formation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,streak
T0354,3,Segment 3,trial,habit_formation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,streak
T0354_hi,3,Segment 3,trial,habit_formation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,streak
T0355,3,Segment 3,trial,habit_formation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,streak
T0355_hi,3,Segment 3,trial,habit_formation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,streak
T0356,3,Segment 3,trial,habit_formation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,streak
T0356_hi,3,Segment 3,trial,habit_formation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,streak
T0357,3,Segment 3,trial,habit_formation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,streak
T0357_hi,3,Segment 3,trial,habit_formation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,streak
T0358,3,Segment 3,trial,habit_formation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,streak
T0358_hi,3,Segment 3,trial,habit_formation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,streak
T0359,3,Segment 3,trial,habit_formation,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,encouraging,accomplishment,streak
T0359_hi,3,Segment 3,trial,habit_formation,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,encouraging,accomplishment,streak
T0360,3,Segment 3,trial,habit_formation,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,encouraging,accomplishment,streak
T0360_hi,3,Segment 3,trial,habit_formation,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,encouraging,accomplishment,streak
T0361,4,Segment 4,churned,re_engagement,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises
T0361_hi,4,Segment 4,churned,re_engagement,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises
T0362,4,Segment 4,churned,re_engagement,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,exercises
T0362_hi,4,Segment 4,churned,re_engagement,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,exercises
T0363,4,Segment 4,churned,re_engagement,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,exercises
T0363_hi,4,Segment 4,churned,re_engagement,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,exercises
T0364,4,Segment 4,churned,re_engagement,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,exercises
T0364_hi,4,Segment 4,churned,re_engagement,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,exercises
T0365,4,Segment 4,churned,re_engagement,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,exercises
T0365_hi,4,Segment 4,churned,re_engagement,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,exercises
T0366,4,Segment 4,churned,re_engagement,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises
T0366_hi,4,Segment 4,churned,re_engagement,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises
T0367,4,Segment 4,churned,re_engagement,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises
T0367_hi,4,Segment 4,churned,re_engagement,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises
T0368,4,Segment 4,churned,re_engagement,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises
T0368_hi,4,Segment 4,churned,re_engagement,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises
T0369,4,Segment 4,churned,re_engagement,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0369_hi,4,Segment 4,churned,re_engagement,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0370,4,Segment 4,churned,re_engagement,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises
T0370_hi,4,Segment 4,churned,re_engagement,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises
T0371,4,Segment 4,inactive,activation,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises
T0371_hi,4,Segment 4,inactive,activation,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises
T0372,4,Segment 4,inactive,activation,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises
T0372_hi,4,Segment 4,inactive,activation,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises
T0373,4,Segment 4,inactive,activation,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises
T0373_hi,4,Segment 4,inactive,activation,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises
T0374,4,Segment 4,inactive,activation,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises
T0374_hi,4,Segment 4,inactive,activation,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises
T0375,4,Segment 4,inactive,activation,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises
T0375_hi,4,Segment 4,inactive,activation,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises
T0376,4,Segment 4,inactive,activation,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,inviting,social_influence,exercises
T0376_hi,4,Segment 4,inactive,activation,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,inviting,social_influence,exercises
T0377,4,Segment 4,inactive,activation,social_influence,en,Join {active_users} users practicing today!,inviting,social_influence,exercises
T0377_hi,4,Segment 4,inactive,activation,social_influence,hi,Join {active_users} users practicing आज!,inviting,social_influence,exercises
T0378,4,Segment 4,inactive,activation,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,inviting,social_influence,exercises
T0378_hi,4,Segment 4,inactive,activation,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,inviting,social_influence,exercises
T0379,4,Segment 4,inactive,activation,social_influence,en,You're #{rank} on the leaderboard—climb higher!,inviting,social_influence,exercises
T0379_hi,4,Segment 4,inactive,activation,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,inviting,social_influence,exercises
T0380,4,Segment 4,inactive,activation,social_influence,en,{active_users} learners are online now—join them!,inviting,social_influence,exercises
T0380_hi,4,Segment 4,inactive,activation,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,inviting,social_influence,exercises
T0381,4,Segment 4,paid,advocacy,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises
T0381_hi,4,Segment 4,paid,advocacy,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises
T0382,4,Segment 4,paid,advocacy,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises
T0382_hi,4,Segment 4,paid,advocacy,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises
T0383,4,Segment 4,paid,advocacy,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises
T0383_hi,4,Segment 4,paid,advocacy,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises
T0384,4,Segment 4,paid,advocacy,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises
T0384_hi,4,Segment 4,paid,advocacy,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises
T0385,4,Segment 4,paid,advocacy,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises
T0385_hi,4,Segment 4,paid,advocacy,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises
T0386,4,Segment 4,paid,advocacy,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises
T0386_hi,4,Segment 4,paid,advocacy,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises
T0387,4,Segment 4,paid,advocacy,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises
T0387_hi,4,Segment 4,paid,advocacy,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises
T0388,4,Segment 4,paid,advocacy,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises
T0388_hi,4,Segment 4,paid,advocacy,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises
T0389,4,Segment 4,paid,advocacy,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0389_hi,4,Segment 4,paid,advocacy,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0390,4,Segment 4,paid,advocacy,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises
T0390_hi,4,Segment 4,paid,advocacy,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises
T0391,4,Segment 4,paid,expansion,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,leaderboard
T0391_hi,4,Segment 4,paid,expansion,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,leaderboard
T0392,4,Segment 4,paid,expansion,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,leaderboard
T0392_hi,4,Segment 4,paid,expansion,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,leaderboard
T0393,4,Segment 4,paid,expansion,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,leaderboard
T0393_hi,4,Segment 4,paid,expansion,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,leaderboard
T0394,4,Segment 4,paid,expansion,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,leaderboard
T0394_hi,4,Segment 4,paid,expansion,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,leaderboard
T0395,4,Segment 4,paid,expansion,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,leaderboard
T0395_hi,4,Segment 4,paid,expansion,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,leaderboard
T0396,4,Segment 4,paid,expansion,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,leaderboard
T0396_hi,4,Segment 4,paid,expansion,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,leaderboard
T0397,4,Segment 4,paid,expansion,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,leaderboard
T0397_hi,4,Segment 4,paid,expansion,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,leaderboard
T0398,4,Segment 4,paid,expansion,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,leaderboard
T0398_hi,4,Segment 4,paid,expansion,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,leaderboard
T0399,4,Segment 4,paid,expansion,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,leaderboard
T0399_hi,4,Segment 4,paid,expansion,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,leaderboard
T0400,4,Segment 4,paid,expansion,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,leaderboard
T0400_hi,4,Segment 4,paid,expansion,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,leaderboard
T0401,4,Segment 4,paid,retention,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,friendly,loss_avoidance,exercises
T0401_hi,4,Segment 4,paid,retention,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,friendly,loss_avoidance,exercises
T0402,4,Segment 4,paid,retention,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,friendly,loss_avoidance,exercises
T0402_hi,4,Segment 4,paid,retention,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,friendly,loss_avoidance,exercises
T0403,4,Segment 4,paid,retention,loss_avoidance,en,Your progress is at risk—complete today's exercise.,friendly,loss_avoidance,exercises
T0403_hi,4,Segment 4,paid,retention,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,friendly,loss_avoidance,exercises
T0404,4,Segment 4,paid,retention,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,friendly,loss_avoidance,exercises
T0404_hi,4,Segment 4,paid,retention,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,friendly,loss_avoidance,exercises
T0405,4,Segment 4,paid,retention,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,friendly,loss_avoidance,exercises
T0405_hi,4,Segment 4,paid,retention,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,friendly,loss_avoidance,exercises
T0406,4,Segment 4,paid,retention,social_influence,en,{peer_name} from {location} is ahead—can you catch up?,motivational,social_influence,exercises
T0406_hi,4,Segment 4,paid,retention,social_influence,hi,{peer_name} from {location} is ahead—can आप catch up?,motivational,social_influence,exercises
T0407,4,Segment 4,paid,retention,social_influence,en,Join {active_users} users practicing today!,motivational,social_influence,exercises
T0407_hi,4,Segment 4,paid,retention,social_influence,hi,Join {active_users} users practicing आज!,motivational,social_influence,exercises
T0408,4,Segment 4,paid,retention,social_influence,en,{peer_name} completed {peer_exercises} exercises—beat that!,motivational,social_influence,exercises
T0408_hi,4,Segment 4,paid,retention,social_influence,hi,{peer_name} पूरा करेंd {peer_अभ्यासs} अभ्यासs—beat that!,motivational,social_influence,exercises
T0409,4,Segment 4,paid,retention,social_influence,en,You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0409_hi,4,Segment 4,paid,retention,social_influence,hi,आज You're #{rank} on the leaderboard—climb higher!,motivational,social_influence,exercises
T0410,4,Segment 4,paid,retention,social_influence,en,{active_users} learners are online now—join them!,motivational,social_influence,exercises
T0410_hi,4,Segment 4,paid,retention,social_influence,hi,{active_users} सीखेंers are online now—शामिल हों them!,motivational,social_influence,exercises
T0411,4,Segment 4,trial,activation,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises
T0411_hi,4,Segment 4,trial,activation,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises
T0412,4,Segment 4,trial,activation,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,exercises
T0412_hi,4,Segment 4,trial,activation,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,exercises
T0413,4,Segment 4,trial,activation,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,exercises
T0413_hi,4,Segment 4,trial,activation,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,exercises
T0414,4,Segment 4,trial,activation,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,exercises
T0414_hi,4,Segment 4,trial,activation,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,exercises
T0415,4,Segment 4,trial,activation,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,exercises
T0415_hi,4,Segment 4,trial,activation,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,exercises
T0416,4,Segment 4,trial,activation,scarcity,en,Only 3 hours left to complete today's goal!,urgent,scarcity,exercises
T0416_hi,4,Segment 4,trial,activation,scarcity,hi,Only 3 hours left to पूरा करें आज's goal!,urgent,scarcity,exercises
T0417,4,Segment 4,trial,activation,scarcity,en,Limited time offer—practice now!,urgent,scarcity,exercises
T0417_hi,4,Segment 4,trial,activation,scarcity,hi,Limited time offer—अभ्यास करें now!,urgent,scarcity,exercises
T0418,4,Segment 4,trial,activation,scarcity,en,Today's special exercise expires soon!,urgent,scarcity,exercises
T0418_hi,4,Segment 4,trial,activation,scarcity,hi,Toदिन's special अभ्यास expires soon!,urgent,scarcity,exercises
T0419,4,Segment 4,trial,activation,scarcity,en,Last chance to maintain your streak today!,urgent,scarcity,exercises
T0419_hi,4,Segment 4,trial,activation,scarcity,hi,Last chance to maintain आपका स्ट्रीक आज!,urgent,scarcity,exercises
T0420,4,Segment 4,trial,activation,scarcity,en,Don't miss today's practice opportunity!,urgent,scarcity,exercises
T0420_hi,4,Segment 4,trial,activation,scarcity,hi,Don't miss आज's अभ्यास करें opportunity!,urgent,scarcity,exercises
T0421,4,Segment 4,trial,conversion_readiness,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,exercises
T0421_hi,4,Segment 4,trial,conversion_readiness,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,exercises
T0422,4,Segment 4,trial,conversion_readiness,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,exercises
T0422_hi,4,Segment 4,trial,conversion_readiness,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,exercises
T0423,4,Segment 4,trial,conversion_readiness,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,exercises
T0423_hi,4,Segment 4,trial,conversion_readiness,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,exercises
T0424,4,Segment 4,trial,conversion_readiness,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,exercises
T0424_hi,4,Segment 4,trial,conversion_readiness,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,exercises
T0425,4,Segment 4,trial,conversion_readiness,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,exercises
T0425_hi,4,Segment 4,trial,conversion_readiness,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,exercises
T0426,4,Segment 4,trial,conversion_readiness,scarcity,en,Only 3 hours left to complete today's goal!,urgent,scarcity,exercises
T0426_hi,4,Segment 4,trial,conversion_readiness,scarcity,hi,Only 3 hours left to पूरा करें आज's goal!,urgent,scarcity,exercises
T0427,4,Segment 4,trial,conversion_readiness,scarcity,en,Limited time offer—practice now!,urgent,scarcity,exercises
T0427_hi,4,Segment 4,trial,conversion_readiness,scarcity,hi,Limited time offer—अभ्यास करें now!,urgent,scarcity,exercises
T0428,4,Segment 4,trial,conversion_readiness,scarcity,en,Today's special exercise expires soon!,urgent,scarcity,exercises
T0428_hi,4,Segment 4,trial,conversion_readiness,scarcity,hi,Toदिन's special अभ्यास expires soon!,urgent,scarcity,exercises
T0429,4,Segment 4,trial,conversion_readiness,scarcity,en,Last chance to maintain your streak today!,urgent,scarcity,exercises
T0429_hi,4,Segment 4,trial,conversion_readiness,scarcity,hi,Last chance to maintain आपका स्ट्रीक आज!,urgent,scarcity,exercises
T0430,4,Segment 4,trial,conversion_readiness,scarcity,en,Don't miss today's practice opportunity!,urgent,scarcity,exercises
T0430_hi,4,Segment 4,trial,conversion_readiness,scarcity,hi,Don't miss आज's अभ्यास करें opportunity!,urgent,scarcity,exercises
T0431,4,Segment 4,trial,feature_discovery,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,ai_tutor
T0431_hi,4,Segment 4,trial,feature_discovery,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,ai_tutor
T0432,4,Segment 4,trial,feature_discovery,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,ai_tutor
T0432_hi,4,Segment 4,trial,feature_discovery,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,ai_tutor
T0433,4,Segment 4,trial,feature_discovery,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,ai_tutor
T0433_hi,4,Segment 4,trial,feature_discovery,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,ai_tutor
T0434,4,Segment 4,trial,feature_discovery,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,ai_tutor
T0434_hi,4,Segment 4,trial,feature_discovery,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,ai_tutor
T0435,4,Segment 4,trial,feature_discovery,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,ai_tutor
T0435_hi,4,Segment 4,trial,feature_discovery,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,ai_tutor
T0436,4,Segment 4,trial,feature_discovery,scarcity,en,Only 3 hours left to complete today's goal!,urgent,scarcity,ai_tutor
T0436_hi,4,Segment 4,trial,feature_discovery,scarcity,hi,Only 3 hours left to पूरा करें आज's goal!,urgent,scarcity,ai_tutor
T0437,4,Segment 4,trial,feature_discovery,scarcity,en,Limited time offer—practice now!,urgent,scarcity,ai_tutor
T0437_hi,4,Segment 4,trial,feature_discovery,scarcity,hi,Limited time offer—अभ्यास करें now!,urgent,scarcity,ai_tutor
T0438,4,Segment 4,trial,feature_discovery,scarcity,en,Today's special exercise expires soon!,urgent,scarcity,ai_tutor
T0438_hi,4,Segment 4,trial,feature_discovery,scarcity,hi,Toदिन's special अभ्यास expires soon!,urgent,scarcity,ai_tutor
T0439,4,Segment 4,trial,feature_discovery,scarcity,en,Last chance to maintain your streak today!,urgent,scarcity,ai_tutor
T0439_hi,4,Segment 4,trial,feature_discovery,scarcity,hi,Last chance to maintain आपका स्ट्रीक आज!,urgent,scarcity,ai_tutor
T0440,4,Segment 4,trial,feature_discovery,scarcity,en,Don't miss today's practice opportunity!,urgent,scarcity,ai_tutor
T0440_hi,4,Segment 4,trial,feature_discovery,scarcity,hi,Don't miss आज's अभ्यास करें opportunity!,urgent,scarcity,ai_tutor
T0441,4,Segment 4,trial,habit_formation,loss_avoidance,en,Your streak will break in {hours_left} hours—complete one exercise!,urgent,loss_avoidance,streak
T0441_hi,4,Segment 4,trial,habit_formation,loss_avoidance,hi,Your स्ट्रीक will break in {hours_left} hours—पूरा करें one अभ्यास!,urgent,loss_avoidance,streak
T0442,4,Segment 4,trial,habit_formation,loss_avoidance,en,Don't lose your {streak_current}-day streak! Practice now.,urgent,loss_avoidance,streak
T0442_hi,4,Segment 4,trial,habit_formation,loss_avoidance,hi,Don't lose आपका {स्ट्रीक_current}-दिन स्ट्रीक! Practice now.,urgent,loss_avoidance,streak
T0443,4,Segment 4,trial,habit_formation,loss_avoidance,en,Your progress is at risk—complete today's exercise.,urgent,loss_avoidance,streak
T0443_hi,4,Segment 4,trial,habit_formation,loss_avoidance,hi,Your progress is at risk—पूरा करें आज's अभ्यास.,urgent,loss_avoidance,streak
T0444,4,Segment 4,trial,habit_formation,loss_avoidance,en,Only {hours_left} hours to maintain your streak!,urgent,loss_avoidance,streak
T0444_hi,4,Segment 4,trial,habit_formation,loss_avoidance,hi,Only {hours_left} hours to maintain आपका स्ट्रीक!,urgent,loss_avoidance,streak
T0445,4,Segment 4,trial,habit_formation,loss_avoidance,en,Don't let your {coins_balance} coins go to waste—practice today!,urgent,loss_avoidance,streak
T0445_hi,4,Segment 4,trial,habit_formation,loss_avoidance,hi,Don't let आपका {सिक्के_balance} सिक्के go to waste—अभ्यास करें आज!,urgent,loss_avoidance,streak
T0446,4,Segment 4,trial,habit_formation,scarcity,en,Only 3 hours left to complete today's goal!,urgent,scarcity,streak
